中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
严屹宽,宽仔|宽哥,严宽,壮族,内地,1979-1-24,上海,180CM,70KG,O型,水瓶座,上海戏剧学院,"演员,歌手",博纳影业集团|严屹宽工作室,《妻子的救赎》《倾世皇妃》《新水浒》《恋了爱了》,妻子杜若溪,https://image.ijq.tv/201503/17/16-50-06-65-12.jpg,images/16-50-06-65-12.jpg,严屹宽,https://www.ijq.tv/mingxing/147.html,https://image.ijq.tv/201503/17/16-50-06-65-12.jpg,严屹宽的新浪微博
乔任梁,Kimi,,汉族,内地,1987-10-15,上海,182CM,71KG,B型,天秤座,,"演员,歌手",华纳音乐,《放弃我抓紧我》《锦绣缘华丽冒险》《夜·店》《小时代》《我的经济适用男》,戚薇 唐嫣 好友陈乔恩,https://image.ijq.tv/201508/14/14-25-08-66-14.png,images/14-25-08-66-14.png,乔任梁,https://www.ijq.tv/mingxing/143.html,https://image.ijq.tv/201508/14/14-25-08-66-14.png,乔任梁的新浪微博
吴亦凡,KRIS|크리스,"白菜小哥,煎蛋哥",汉族,内地,1990-11-06,中国广东省广州市,187CM,73KG,AB型,天蝎座,加拿大温斯顿爵士邱吉尔中等学校,"演员,歌手",S.M.Entertainment,《时间煮雨》《幻城》《致青春原来你还在这里》《夏有乔木雅望天堂》,卢杉,https://image.ijq.tv/201606/02/14-21-22-14-23.jpg,images/14-21-22-14-23.jpg,吴亦凡,https://www.ijq.tv/mingxing/140.html,https://image.ijq.tv/201606/02/14-21-22-14-23.jpg,
释小龙,Ashton Chen,"小龙,龙少,功夫王子",汉族,内地,1988-1-6,河南郑州,174CM,68KG,O型,魔羯座,美国纽约艺术专业,演员,,《孔雀翎》《少年黄飞鸿》《少年包青天系列》《火线追凶》,,https://image.ijq.tv/201407/25/17-19-27-99-14.jpg,images/17-19-27-99-14.jpg,释小龙,https://www.ijq.tv/mingxing/138.html,https://image.ijq.tv/201407/25/17-19-27-99-14.jpg,
马天宇,Ray Ma,"小白,宝宝,二爷,宇宝,少爷",回族,内地,1986-7-12,山东,180CM,70KG,O型,巨蟹座,北京电影学院,"演员,歌手",盛夏星空影视传媒,《绯闻女友》《古剑奇谭》《少年神探狄仁杰》,搭档乔振宇 搭档李易峰,https://www.ijq.tv/file/upload/202102/21/13-12-12-29-1.png,images/13-12-12-29-1.png,马天宇,https://www.ijq.tv/mingxing/139.html,https://www.ijq.tv/file/upload/202102/21/13-12-12-29-1.png,马天宇的新浪微博
乔振宇,,"政委,小乔",汉族,内地,1978-11-1,广西桂林,182CM,70KG,A型,天蝎座,北京舞蹈学院,演员,华谊兄弟时代文化经纪有限公司,《大嫁风尚》《聊斋新编》《书剑恩仇录》,王倩一 李易峰,https://image.ijq.tv/201504/08/15-36-05-58-14.jpg,images/15-36-05-58-14.jpg,乔振宇,https://www.ijq.tv/mingxing/135.html,https://image.ijq.tv/201504/08/15-36-05-58-14.jpg,乔振宇的新浪微博
杜淳,Du Chun,"小杜,嘟嘟",回族,内地,1981-5-22,河北保定,178CM,65KG,A型,双子座,北京电影学院,演员,华谊兄弟时代文化经纪有限公司,《大旗英雄传》《敌营十八年》《走西口》《北京青年》,杜志国 女友熊乃瑾 前女友张嘉倪,https://image.ijq.tv/201503/18/16-56-24-33-10.jpg,images/16-56-24-33-10.jpg,杜淳,https://www.ijq.tv/mingxing/134.html,https://image.ijq.tv/201503/18/16-56-24-33-10.jpg,
张一山,Zray,,汉族,内地,1992-5-5,北京市东城区,176CM,55KG,B型,金牛座,北京电影学院,"演员,主持人",北京华诚传媒有限公司,《余罪》《春风十里不如你》《我的父亲我的兵》《杀寇决》《老爸回家》《食来孕转》《家有儿女》《小兵张嘎》,杨紫 宋丹丹,https://image.ijq.tv/201912/10/17-49-35-14-46.jpg,images/17-49-35-14-46.jpg,张一山,https://www.ijq.tv/mingxing/133.html,https://image.ijq.tv/201912/10/17-49-35-14-46.jpg,张一山的新浪微博
戚薇,Stephy,"薇薇,佳宝,小白,7哥",汉族,内地,1984-10-26,成都,168CM,49KG,B型,天蝎座,浙江传媒学院,"演员,歌手",,《爱情睡醒了》《女汉子进化论》《爱情自有天意》《夏家三千金》《美人心计》,景甜 老公李承铉,https://www.ijq.tv/file/upload/202102/21/13-20-16-95-1.png,images/13-20-16-95-1.png,戚薇,https://www.ijq.tv/mingxing/131.html,https://www.ijq.tv/file/upload/202102/21/13-20-16-95-1.png,戚薇的新浪微博
马伊琍,Ma Yili,,汉族,内地,1976-6-29,上海市虹口区,164CM,47KG,B型,巨蟹座,上海戏剧学院94级表演系本科,演员,上海戏剧学院,《奋斗》《北上广不相信眼泪》,文章,https://image.ijq.tv/201911/26/09-57-30-28-46.jpg,images/09-57-30-28-46.jpg,马伊琍,https://www.ijq.tv/mingxing/130.html,https://image.ijq.tv/201911/26/09-57-30-28-46.jpg,马伊琍的新浪微博
宋佳,Song Jia,小宋佳,汉族,内地,1980-11-13,黑龙江省哈尔滨市南岗区,170CM,52KG,O型,天蝎座,上海戏剧学院表演系00级本科,"演员,歌手",,《嘿老头》《闯关东》,张嘉译 夏雨,https://image.ijq.tv/201502/26/16-18-19-46-10.jpg,images/16-18-19-46-10.jpg,宋佳,https://www.ijq.tv/mingxing/128.html,https://image.ijq.tv/201502/26/16-18-19-46-10.jpg,宋佳的新浪微博
周迅,Zhou Xun,"迅姐,迅哥,小迅,周公子,老周",汉族,内地,1974—10—18,浙江省衢州市,161CM,47KG,AB型,天秤座,浙江艺术学校,演员,周迅工作室,《苏州河》《如果·爱》《李米的猜想》《画皮》《风声》,陈坤 赵薇,https://image.ijq.tv/201407/23/17-39-47-14-14.jpg,images/17-39-47-14-14.jpg,周迅,https://www.ijq.tv/mingxing/127.html,https://image.ijq.tv/201407/23/17-39-47-14-14.jpg,
景甜,Jing tian,"甜宝,樱桃公主",汉族,内地,1988-7-21,西安,167CM,44KG,O型,巨蟹座,北京电影学院,"演员,歌手",北京星光灿烂影视有限公司,《班淑传奇》《警察故事2013》《我的美女老板》《澳门风云》,周润发,https://image.ijq.tv/201612/05/13-25-41-14-26.jpg,images/13-25-41-14-26.jpg,景甜,https://www.ijq.tv/mingxing/126.html,https://image.ijq.tv/201612/05/13-25-41-14-26.jpg,景甜的新浪微博
陈坤,坤儿|坤少,"Chen Kun , Aloys Chen",汉族,内地,1976-2-4,重庆,176CM,68KG,B型,双鱼座,北京电影学院表演系,"演员,歌手",东申童画文化传播有限公司,《龙门飞甲》《钱学森》《云水谣》《巴尔扎克和小裁缝》《画皮》《金粉世家》,周迅 赵薇,https://image.ijq.tv/201407/23/17-00-39-48-14.jpg,images/17-00-39-48-14.jpg,陈坤,https://www.ijq.tv/mingxing/124.html,https://image.ijq.tv/201407/23/17-00-39-48-14.jpg,陈坤的新浪微博
梁家辉,Tony Leung,,汉族,内地,1958-2-1,香港,178CM,63KG,O型,水瓶座,香港理工大学,"演员,歌手",,《情人》《长恨歌》《黑社会》《寒战》,张家辉 古天乐,https://image.ijq.tv/201407/23/16-31-27-68-8.jpg,images/16-31-27-68-8.jpg,梁家辉,https://www.ijq.tv/mingxing/123.html,https://image.ijq.tv/201407/23/16-31-27-68-8.jpg,
弦子,Killer,张弦子,壮族,内地,1986-4-22,广西,169CM,48KG,O型,金牛座,广西艺术学院附属艺术学校|北京现代音乐学院,"演员,歌手",,《不得不爱》《美丽的秘密》《有效期限爱上你》,潘玮柏,https://image.ijq.tv/201503/21/15-07-07-68-10.jpg,images/15-07-07-68-10.jpg,弦子,https://www.ijq.tv/mingxing/122.html,https://image.ijq.tv/201503/21/15-07-07-68-10.jpg,弦子的新浪微博
舒畅,Jennifer,"畅畅,畅儿,畅姐,小兔",汉族,内地,1987-12-1,吉林省白山市,163CM,43KG,AB型,射手座,北京第二外国语学院英语系,演员,,《活色生香》《烽火佳人》《宝莲灯》《孝庄秘史》《宫锁珠帘》,乔振宇,https://image.ijq.tv/201509/07/14-26-10-94-14.png,images/14-26-10-94-14.png,舒畅,https://www.ijq.tv/mingxing/117.html,https://image.ijq.tv/201509/07/14-26-10-94-14.png,舒畅的新浪微博
马苏,,,汉族,内地,1981-02-17,黑龙江哈尔滨,165CM,46KG,B型,水瓶座,北京电影学院,演员,华谊兄弟传媒集团,《还是夫妻》《夏日里的春天》《北京青年》《新白发魔女传》,杜淳 姚笛,https://image.ijq.tv/201501/17/11-31-02-12-12.jpg,images/11-31-02-12-12.jpg,马苏,https://www.ijq.tv/mingxing/116.html,https://image.ijq.tv/201501/17/11-31-02-12-12.jpg,
沈佳凝,danae,沈函芳,汉族,内地,3-10,哈尔滨,170CM,46KG,A型,双鱼座,,演员,紫骏影视文化传媒集团,《终极证据》,李小璐,https://image.ijq.tv/201407/21/10-55-06-23-11.jpg,images/10-55-06-23-11.jpg,沈佳凝,https://www.ijq.tv/mingxing/115.html,https://image.ijq.tv/201407/21/10-55-06-23-11.jpg,沈佳凝的新浪微博
张馨予,Viann,张燕,汉族,内地,1987-3-28,江苏昆山,170CM,49KG,B型,白羊座,无锡商业职业技术学院艺术设计系,"演员,主持人",,《武则天》《班淑传奇》,李晨 金星 范冰冰,https://image.ijq.tv/201607/16/16-02-10-40-25.png,images/16-02-10-40-25.png,张馨予,https://www.ijq.tv/mingxing/114.html,https://image.ijq.tv/201607/16/16-02-10-40-25.png,
