中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
万弘杰,,老万,汉族,内地,1972-6-8,河南新乡,182CM,70KG,A型,双子座,北京电影学院96级,演员,,《贞观长歌》,朋友张晋 搭档李宗翰,https://image.ijq.tv/201412/06/16-03-20-41-10.jpg,images/16-03-20-41-10.jpg,万弘杰,https://www.ijq.tv/mingxing/654.html,https://image.ijq.tv/201412/06/16-03-20-41-10.jpg,万弘杰的新浪微博
隋俊波,,波波,汉族,内地,1979-11-25,吉林省长春市,168CM,48KG,B型,射手座,中央戏剧学院表演系99本科班,演员,,《给我一支烟》《男人帮》《天涯赤子心》《喋血孤岛》,搭档林申,https://image.ijq.tv/201412/06/15-23-37-38-14.jpg,images/15-23-37-38-14.jpg,隋俊波,https://www.ijq.tv/mingxing/652.html,https://image.ijq.tv/201412/06/15-23-37-38-14.jpg,隋俊波的新浪微博
金晨,Gina,,回族,内地,1990-09-05,山东济南市,171CM,49KG,B型,处女座,北京舞蹈学院,演员,,《大江大河》《秦时明月》《雪鹰》《青丘狐传说》《极品家丁》,搭档王强 韩东君,https://image.ijq.tv/201501/19/11-48-11-12-8.jpg,images/11-48-11-12-8.jpg,金晨,https://www.ijq.tv/mingxing/653.html,https://image.ijq.tv/201501/19/11-48-11-12-8.jpg,金晨的新浪微博
姚芊羽,Betty,姚婧,汉族,内地,1979-12-3,湖南省岳阳市,167CM,48KG,A型,射手座,上海戏剧学院表演系96级本科,演员,,《笑着活下去》《生死谍恋》《我是一棵小草》《保姆与保安》《媳妇是怎样炼成的》,搭档邢佳栋 搭档黄海波 搭档车晓彤 搭档林永健 搭档林申 搭档迟帅,https://image.ijq.tv/201412/06/15-07-41-72-14.jpg,images/15-07-41-72-14.jpg,姚芊羽,https://www.ijq.tv/mingxing/651.html,https://image.ijq.tv/201412/06/15-07-41-72-14.jpg,姚芊羽的新浪微博
林申,Shen Lin,,汉族,内地,1980-10-23,北京,174CM,65KG,O型,天秤座,,演员,北京荣信达影视艺术有限公司,《守望的天空》《花开半夏》《意乱情迷》《冯齐的忏悔》,母亲李小婉 搭档姚芊羽 搭档隋俊波 搭档唐一菲 搭档李沁,https://image.ijq.tv/201508/14/16-25-18-17-14.png,images/16-25-18-17-14.png,林申,https://www.ijq.tv/mingxing/649.html,https://image.ijq.tv/201508/14/16-25-18-17-14.png,林申的新浪微博
王强,,"强叔,强子",汉族,内地,1963-8-2,黑龙江珍珠岛,175CM,70KG,B型,狮子座,上海戏剧学院表演系89届本科毕业,演员,海政电视艺术中心演员,《小站风云》《火蓝刀锋》《第五空间》《战争目光》,,https://image.ijq.tv/201412/06/14-46-38-59-10.png,images/14-46-38-59-10.png,王强,https://www.ijq.tv/mingxing/650.html,https://image.ijq.tv/201412/06/14-46-38-59-10.png,
于越,,,汉族,内地,1984-2-22,山东省青岛市,163CM,45KG,O型,金牛座,中央戏剧学院导表专业,演员,,《草帽警察》,杜江,https://image.ijq.tv/201612/22/11-24-32-25-26.jpg,images/11-24-32-25-26.jpg,于越,https://www.ijq.tv/mingxing/648.html,https://image.ijq.tv/201612/22/11-24-32-25-26.jpg,于越的新浪微博
种丹妮,chong dan ni,,汉族,内地,1989-9-11,沈阳,167CM,48KG,B型,天秤座,北京电影学院,演员,北京国立常升影视公司,《剧场》《婆媳拼图》《养父》《像小朵一样》《叶落长安》,郭德纲,https://image.ijq.tv/201604/30/15-38-31-52-24.png,images/15-38-31-52-24.png,种丹妮,https://www.ijq.tv/mingxing/647.html,https://image.ijq.tv/201604/30/15-38-31-52-24.png,种丹妮的新浪微博
于和伟,,,回族,内地,1971-05-04,辽宁省抚顺市东洲区,179CM,70KG,A型,金牛座,上海戏剧学院表演系(92级本科),演员,于和伟工作室,《下一站婚姻》《新版三国》《青盲》《刑警队长》《局中局》《纸醉金迷》,侯梦莎 吴秀波,https://image.ijq.tv/201607/12/10-55-15-37-26.jpg,images/10-55-15-37-26.jpg,于和伟,https://www.ijq.tv/mingxing/646.html,https://image.ijq.tv/201607/12/10-55-15-37-26.jpg,于和伟的新浪微博
倪妮,NiNi,,汉族,内地,1988-8-8,江苏南京,170CM,50KG,O型,狮子座,中国传媒大学南广学院,演员,,《金陵十三钗》《等风来》《匆匆那年》,恩师张艺谋 男友冯绍峰,https://image.ijq.tv/201911/29/11-50-39-68-46.jpg,images/11-50-39-68-46.jpg,倪妮,https://www.ijq.tv/mingxing/645.html,https://image.ijq.tv/201911/29/11-50-39-68-46.jpg,倪妮的新浪微博
田海蓉,,,汉族,内地,1975-11-7,安徽省安庆市宜秀区大龙山镇,165CM,47KG,,天蝎座,上海戏剧学院,演员,,《雷雨》《黑冰》《女人不哭》《金枝玉叶》,,https://image.ijq.tv/201412/05/15-53-52-76-1.jpg,images/15-53-52-76-1.jpg,田海蓉,https://www.ijq.tv/mingxing/644.html,https://image.ijq.tv/201412/05/15-53-52-76-1.jpg,田海蓉的新浪微博
孙耀威,Eric Suen Yiu Wai,威仔,汉族,内地,1973-1-3,香港,173CM,63KG,A型,水瓶座,香港中文大学工商管理学,"演员,歌手",明路文化传媒,《怀玉公主》《乌龙闯情关》,郑家榆,https://image.ijq.tv/201412/05/15-19-00-91-12.jpg,images/15-19-00-91-12.jpg,孙耀威,https://www.ijq.tv/mingxing/643.html,https://image.ijq.tv/201412/05/15-19-00-91-12.jpg,孙耀威的新浪微博
李解,Lijie,,汉族,内地,1975-12-23,江苏洪泽,178CM,65KG,A型,魔羯座,北京电影学院表演系97届本科,演员,北京稻草熊影视文化有限公司,《笑傲江湖》《尘埃落定》《射雕英雄传》《新白发魔女传》,密友肖显鹏 搭档范冰冰,https://image.ijq.tv/201412/05/14-54-37-67-10.jpg,images/14-54-37-67-10.jpg,李解,https://www.ijq.tv/mingxing/642.html,https://image.ijq.tv/201412/05/14-54-37-67-10.jpg,李解的新浪微博
林继东,,,汉族,内地,1983-9-11,辽宁省大连市,178CM,65KG,A型,处女座,北京电影学院,演员,林继东工作室,《我在北京挺好的》《AA制生活》,王茜华,https://image.ijq.tv/201412/05/14-41-27-48-12.jpg,images/14-41-27-48-12.jpg,林继东,https://www.ijq.tv/mingxing/640.html,https://image.ijq.tv/201412/05/14-41-27-48-12.jpg,林继东的新浪微博
郑罗茜,rossi,,汉族,内地,1983-2-23,福建省福州市台江区,169CM,48KG,O型,,北京电影学院表演系2001级本科,演员,,《灿烂的季节》《地下的天空》《我的前半生》,同学黄圣依,https://image.ijq.tv/201412/05/14-23-29-37-13.jpg,images/14-23-29-37-13.jpg,郑罗茜,https://www.ijq.tv/mingxing/637.html,https://image.ijq.tv/201412/05/14-23-29-37-13.jpg,郑罗茜的新浪微博
王宝强,Wang Baoqiang,宝宝,汉族,内地,1984-5-29,邢台市,161CM,54KG,AB型,双子座,,"演员,歌手",Strong Baby Studio,《一个人的武林》《士兵突击》《人在囧途》,密友陈思诚 妻子马蓉 好友张译,https://image.ijq.tv/201412/05/15-56-28-22-7.jpg,images/15-56-28-22-7.jpg,王宝强,https://www.ijq.tv/mingxing/638.html,https://image.ijq.tv/201412/05/15-56-28-22-7.jpg,
申珉熙,,,朝鲜族,内地,1986-2-22,韩国,170CM,46KG,O型,双鱼座,顺天清岩高等学校,,,《幸福归来》,,https://image.ijq.tv/201412/05/13-56-32-42-13.jpg,images/13-56-32-42-13.jpg,申珉熙,https://www.ijq.tv/mingxing/636.html,https://image.ijq.tv/201412/05/13-56-32-42-13.jpg,
刘孜,,,汉族,内地,11-13,贵州遵义,,52KG,B型,天蝎座,北京电影学院表演系,演员,,《我的老婆大人是八零后》《玫瑰炒肉丝》,密友马伊琍 搭档牛萌萌,https://image.ijq.tv/201412/05/13-46-43-72-13.jpg,images/13-46-43-72-13.jpg,刘孜,https://www.ijq.tv/mingxing/635.html,https://image.ijq.tv/201412/05/13-46-43-72-13.jpg,刘孜的新浪微博
陈晓雪,AIR,晓雪,汉族,内地,1991-02-03,山东济南,164CM,47KG,A型,水瓶座,北京电影学院,演员,浙江长城影视,《隋唐英雄》《五台山》《抗日传奇之女兵排》《神医安道全》,,https://image.ijq.tv/201412/05/12-07-04-17-14.jpg,images/12-07-04-17-14.jpg,陈晓雪,https://www.ijq.tv/mingxing/633.html,https://image.ijq.tv/201412/05/12-07-04-17-14.jpg,
蒋林静,Jiang Linjing,,汉族,内地,1980-2-23,浙江杭州,165CM,45KG,AB型,双鱼座,浙江艺术学院,演员,浙江长城影视传媒集团,《太平公主秘史》《血色黎明》《武则天秘史》《武松》,好友刘晓庆 搭档余少群,https://image.ijq.tv/201503/13/17-31-19-52-10.jpg,images/17-31-19-52-10.jpg,蒋林静,https://www.ijq.tv/mingxing/632.html,https://image.ijq.tv/201503/13/17-31-19-52-10.jpg,蒋林静的新浪微博
