中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
黄小蕾,,,汉族,内地,1981-5-18,重庆市万州区,162CM,51KG,O型,金牛座,北京电影学院,演员,,《青岛往事》,赵又廷,https://image.ijq.tv/201411/25/10-54-47-69-12.jpg,images/10-54-47-69-12.jpg,黄小蕾,https://www.ijq.tv/mingxing/550.html,https://image.ijq.tv/201411/25/10-54-47-69-12.jpg,
毛俊杰,Mao Jun Jie,,汉族,内地,1983-11-21,山东烟台,170CM,52KG,B型,天蝎座,中央戏剧学院,演员,北京人民艺术剧院,《丑女无敌》《头号前妻》《芈月传》,,https://image.ijq.tv/201411/25/10-35-07-24-14.jpg,images/10-35-07-24-14.jpg,毛俊杰,https://www.ijq.tv/mingxing/548.html,https://image.ijq.tv/201411/25/10-35-07-24-14.jpg,毛俊杰的新浪微博
刘向京,,,汉族,内地,05-13,陕西西安,182CM,78KG,A型,金牛座,解放军艺术学院,演员,,《青岛往事》《历史的使命》《闯关东》,巩峥,https://image.ijq.tv/201411/25/10-27-05-30-12.jpg,images/10-27-05-30-12.jpg,刘向京,https://www.ijq.tv/mingxing/549.html,https://image.ijq.tv/201411/25/10-27-05-30-12.jpg,
巩峥,,峥主,汉族,内地,1983-12-12,江西南昌,181CM,65KG,B型,射手座,江西财经大学|中央戏剧学院,"演员,主持人",世纪星润影视传媒,《青岛往事》《女人要过好日子》《产科医生》,刘向京,https://image.ijq.tv/201607/21/17-37-55-18-30.jpg,images/17-37-55-18-30.jpg,巩峥,https://www.ijq.tv/mingxing/546.html,https://image.ijq.tv/201607/21/17-37-55-18-30.jpg,巩峥的新浪微博
茅子俊,,茅志军,汉族,内地,1986-12-31,浙江省绍兴市,178CM,65KG,A型,魔羯座,浙江财经大学,演员,林心如工作室,《倾世皇妃》《宫锁心玉》《九河入海》,张檬,https://image.ijq.tv/201411/25/10-10-28-21-14.jpg,images/10-10-28-21-14.jpg,茅子俊,https://www.ijq.tv/mingxing/547.html,https://image.ijq.tv/201411/25/10-10-28-21-14.jpg,
侯梦瑶,,"梦瑶,瑶瑶,萌瑶",汉族,内地,5-8,辽宁沈阳,168CM,46KG,B型,金牛座,北京舞蹈学院,演员,,《多情江山》《上官婉儿》,搭档王仁君 搭档高云翔 搭档郭品超 搭档袁咏仪 搭档吕良伟 搭档邱心志,https://image.ijq.tv/201704/27/14-17-25-45-19.png,images/14-17-25-45-19.png,侯梦瑶,https://www.ijq.tv/mingxing/545.html,https://image.ijq.tv/201704/27/14-17-25-45-19.png,侯梦瑶的新浪微博
张雪迎,Sophie,"雪迎,迎迎",汉族,内地,1997-6-18,浙江义乌,165CM,44KG,AB型,双子座,,演员,张雪迎工作室,《旋风少女》《班淑传奇》《新神雕侠侣》,好友淳于珊珊 搭档果静林 雨婷儿,https://image.ijq.tv/201708/14/17-56-20-32-19.jpg,images/17-56-20-32-19.jpg,张雪迎,https://www.ijq.tv/mingxing/544.html,https://image.ijq.tv/201708/14/17-56-20-32-19.jpg,张雪迎的新浪微博
杨壹童,,杨琼,汉族,内地,1982-2-6,福建,165CM,46KG,O型,水瓶座,上海戏剧学院,演员,,《燃烧的花朵》《兵出潼关》《深夜食堂》,老公贾景晖,https://image.ijq.tv/201411/24/11-41-37-45-7.jpg,images/11-41-37-45-7.jpg,杨壹童,https://www.ijq.tv/mingxing/543.html,https://image.ijq.tv/201411/24/11-41-37-45-7.jpg,杨壹童的新浪微博
杨亚,Yang Ya,,汉族,内地,,安徽,170CM,46KG,O型,,上海戏剧学院,演员,,《兵出潼关》《新洛神》,,https://image.ijq.tv/201411/24/11-31-17-18-7.jpg,images/11-31-17-18-7.jpg,杨亚,https://www.ijq.tv/mingxing/542.html,https://image.ijq.tv/201411/24/11-31-17-18-7.jpg,
刘晓虎,Liu Xiaohu,,汉族,内地,1975-1-26,陕西西安,184CM,70KG,B型,水瓶座,上海戏剧学院,演员,北京颁德文化经纪有限公司,《丑女无敌》《女刑警李春春》《宽恕》《兵出潼关》,搭档李欣汝,https://image.ijq.tv/201501/19/11-08-01-42-8.jpg,images/11-08-01-42-8.jpg,刘晓虎,https://www.ijq.tv/mingxing/541.html,https://image.ijq.tv/201501/19/11-08-01-42-8.jpg,刘晓虎的新浪微博
傅晶,Fu Jeer,,汉族,内地,1977-3-19,湖北省武汉市,164CM,43KG,B型,双鱼座,中央戏剧学院1997级,演员,北京鑫宝源影视投资有限公司,《落地请开手机》《拿什么拯救你，我的爱人》《大爱无声》,李光洁 李健,https://image.ijq.tv/201411/24/10-43-12-11-8.jpg,images/10-43-12-11-8.jpg,傅晶,https://www.ijq.tv/mingxing/540.html,https://image.ijq.tv/201411/24/10-43-12-11-8.jpg,
袁文康,Mickey,,汉族,内地,1985-7-23,上海,176CM,62KG,B型,狮子座,上海戏剧学院,演员,华谊兄弟传媒股份有限公司,《胭脂》《新京城四少》《圣天门口》《北京爱情故事》,搭档朱亚文 搭档陈晓东,https://image.ijq.tv/201411/24/10-16-43-80-14.jpg,images/10-16-43-80-14.jpg,袁文康,https://www.ijq.tv/mingxing/538.html,https://image.ijq.tv/201411/24/10-16-43-80-14.jpg,袁文康的新浪微博
杰西卡·查斯坦,,,,内地,1977-3-24,加利福尼亚州,163CM,,,白羊座,朱利亚德学院,演员,,《生命之树》《猎杀本·拉登》《帮助》,搭档安妮·海瑟薇,https://image.ijq.tv/201411/24/10-17-53-58-1.png,images/10-17-53-58-1.png,杰西卡·查斯坦,https://www.ijq.tv/mingxing/539.html,https://image.ijq.tv/201411/24/10-17-53-58-1.png,
李健,Jian Li,,汉族,内地,1981-10-29,河北,181CM,70KG,A型,天蝎座,北京电影学院,演员,北京华录百纳文化经纪有限公司,《永不磨灭的番号》《战魂》《镖门》,李光洁 王雷,https://image.ijq.tv/201501/19/14-51-41-28-10.jpg,images/14-51-41-28-10.jpg,李健,https://www.ijq.tv/mingxing/537.html,https://image.ijq.tv/201501/19/14-51-41-28-10.jpg,李健的新浪微博
陈宝国,Chen Baoguo,,汉族,内地,1956-3-9,北京,178CM,66KG,A型,双鱼座,中央戏剧学院表演系,演员,文化中国传播集团有限公司,《最后一张签证》《信者无敌》《湄公河大案》,配偶赵奎娥 儿子陈月末 好友张国立 搭档唐国强 搭档陈道明 搭档李小冉 搭档鲍国安,https://image.ijq.tv/201503/18/16-55-06-47-10.jpg,images/16-55-06-47-10.jpg,陈宝国,https://www.ijq.tv/mingxing/535.html,https://image.ijq.tv/201503/18/16-55-06-47-10.jpg,
李光洁,,,汉族,内地,1981-4-23,河南平顶山,183CM,63KG,A型,双子座,中央戏剧学院表演系,演员,,《走向共和》《特殊使命》《山楂树之恋》《杜拉拉升职记》,恩师张黎 前妻郝蕾 好友杜淳 好友徐纪周 好友杨文军 搭档陈思诚,https://image.ijq.tv/201508/19/17-18-47-79-8.jpg,images/17-18-47-79-8.jpg,李光洁,https://www.ijq.tv/mingxing/536.html,https://image.ijq.tv/201508/19/17-18-47-79-8.jpg,
吴佩柔,Vianna,,汉族,内地,1992-1-5,福州,168CM,48KG,B型,魔羯座,中央戏剧学院2008表演本科,演员,鼎龙达国际传媒,《巾帼大将军》《华丽上班族》《说好的幸福》,,https://image.ijq.tv/201411/22/16-19-24-42-11.jpg,images/16-19-24-42-11.jpg,吴佩柔,https://www.ijq.tv/mingxing/534.html,https://image.ijq.tv/201411/22/16-19-24-42-11.jpg,吴佩柔的新浪微博
邬君梅,Vivian Wu,,,内地,1967-2-5,中国上海,167CM,52KG,A型,水瓶座,加州洛杉矶大学,"演员,电影人",,《宋家皇朝》《毕业歌》《蜗居》《辣妈正传》,母亲朱曼芳 配偶奥斯卡·克斯可 搭档林志玲 搭档张晨光,https://image.ijq.tv/201411/22/11-16-04-15-8.jpg,images/11-16-04-15-8.jpg,邬君梅,https://www.ijq.tv/mingxing/530.html,https://image.ijq.tv/201411/22/11-16-04-15-8.jpg,邬君梅的新浪微博
梅婷,Meiting,,汉族,内地,1975-4-30,南京市,167CM,50KG,O型,金牛座,中央戏剧学院,演员,,《不要和陌生人说话》《激情年代》《推拿》《琅琊榜之风起长林》《我的前半生》,丈夫曾剑 旧爱鄢颇 密友胡静 搭档章子怡 搭档秦海璐 搭档袁泉,https://image.ijq.tv/201411/22/11-03-45-22-7.jpg,images/11-03-45-22-7.jpg,梅婷,https://www.ijq.tv/mingxing/529.html,https://image.ijq.tv/201411/22/11-03-45-22-7.jpg,梅婷的新浪微博
张歆艺,Zhang Xinyi,歆歆,汉族,内地,1981-5-29,四川省资阳市雁江区,167CM,47KG,B型,金牛座,中央戏剧学院,演员,喜天影视文化（北京）有限公司,《恋爱从离婚开始》《第三种爱情》《三个奶爸》《胜利》,旧爱杨树鹏 好友柳小海 好友吕夏 好友芦芳生,https://image.ijq.tv/201604/13/13-53-56-99-19.png,images/13-53-56-99-19.png,张歆艺,https://www.ijq.tv/mingxing/528.html,https://image.ijq.tv/201604/13/13-53-56-99-19.png,
