中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
倪慕斯,muse nee,,汉族,内地,1990-12-25,北京,167CM,48KG,AB型,狮子座,北京电影学院,"演员,模特",muse工作室,《半夜叫你别回头》,,https://image.ijq.tv/201507/22/11-07-39-70-13.jpg,images/11-07-39-70-13.jpg,倪慕斯,https://www.ijq.tv/mingxing/2864.html,https://image.ijq.tv/201507/22/11-07-39-70-13.jpg,
康群智,KangQunZhi,群智,汉族,内地,1957-10-20,山东济南,164CM,49KG,A型,狮子座,上海戏剧学院,演员,朋友影视公司,《命运》《神探狄仁杰5》,戴春荣,https://image.ijq.tv/201507/22/11-02-07-97-16.png,images/11-02-07-97-16.png,康群智,https://www.ijq.tv/mingxing/2863.html,https://image.ijq.tv/201507/22/11-02-07-97-16.png,康群智的新浪微博
殷果儿,Abby,瑶瑶、果儿、灵儿、猫猫,汉族,内地,1983-9-3,上海,166CM,48KG,AB型,处女座,首都经济贸易大学,演员,北京菲尔幕文化传媒有限公司,《半夜叫你别回头》,,https://image.ijq.tv/201703/18/15-17-54-82-19.png,images/15-17-54-82-19.png,殷果儿,https://www.ijq.tv/mingxing/2862.html,https://image.ijq.tv/201703/18/15-17-54-82-19.png,殷果儿的新浪微博
成琪,,琪琪,汉族,内地,11-3,湖南省郴州市,165CM,48KG,A型,天蝎座,北京电影学院,演员,,《零点杀机》,,https://image.ijq.tv/201507/22/09-53-52-64-13.jpg,images/09-53-52-64-13.jpg,成琪,https://www.ijq.tv/mingxing/2861.html,https://image.ijq.tv/201507/22/09-53-52-64-13.jpg,
吴启华,Lawrence Ng Kai Wah,师奶杀手,汉族,内地,1964-5-19,中国香港,182CM,79KG,AB型,射手座,预科毕业,演员,音华娱乐,《妙手仁心》《倚天屠龙记》《零点杀机》,,https://image.ijq.tv/201507/22/09-34-58-52-13.jpg,images/09-34-58-52-13.jpg,吴启华,https://www.ijq.tv/mingxing/2860.html,https://image.ijq.tv/201507/22/09-34-58-52-13.jpg,
侯长荣,,,汉族,内地,1960,扬州,178CM,74KG,B型,金牛座,江苏省戏剧学校,演员,北京天禾影视投资有限公司,《少年神探狄仁杰》,,https://image.ijq.tv/201507/22/09-09-25-15-11.jpg,images/09-09-25-15-11.jpg,侯长荣,https://www.ijq.tv/mingxing/2859.html,https://image.ijq.tv/201507/22/09-09-25-15-11.jpg,
卓凡,jovan,阿凡,汉族,内地,1972年5月17日,广东,180CM,68KG,B型,处女座,香港无线电视台,演员,,《武林外史》《隋唐英雄传》《新白发魔女传》《神探狄仁杰5》,梁冠华,https://image.ijq.tv/201507/21/17-02-04-35-16.png,images/17-02-04-35-16.png,卓凡,https://www.ijq.tv/mingxing/2858.html,https://image.ijq.tv/201507/21/17-02-04-35-16.png,
杨梓墨,,杨沫,汉族,内地,1989-8-16,北京,167CM,48KG,A型,狮子座,中国戏曲学院,演员,,《他来了请闭眼》,,https://image.ijq.tv/201507/21/16-30-59-59-11.jpg,images/16-30-59-59-11.jpg,杨梓墨,https://www.ijq.tv/mingxing/2857.html,https://image.ijq.tv/201507/21/16-30-59-59-11.jpg,杨梓墨的新浪微博
巩汉林,Hanlin gong,汉林,汉族,内地,1957-10-20,辽宁沈阳市,178CM,61KG,B型,魔羯座,沈阳师范大学,演员,梦影明星经纪国际传媒集团,《东北一家人》《打工奇遇》《黎明前的抉择》,岳跃利,https://image.ijq.tv/201507/21/15-56-37-39-16.png,images/15-56-37-39-16.png,巩汉林,https://www.ijq.tv/mingxing/2855.html,https://image.ijq.tv/201507/21/15-56-37-39-16.png,
乌日根,wuenigr,老乌,蒙古族,内地,1982-3-8,呼和浩特,180CM,70KG,B型,魔羯座,内蒙古影视艺术学院,演员,,《小西天狄道传奇》《川东游击队》《怪友》,陈羽琦,https://image.ijq.tv/201507/21/16-04-33-98-8.jpg,images/16-04-33-98-8.jpg,乌日根,https://www.ijq.tv/mingxing/2854.html,https://image.ijq.tv/201507/21/16-04-33-98-8.jpg,乌日根的新浪微博
周杰,Zhou Jie,,汉族,内地,1970-8-5,西安,181CM,65KG,B型,双子座,上海戏剧学院表演系,演员,杰出之作影视文化,《还珠格格》《零点杀机》《风光大嫁》,李冰冰 释小龙,https://image.ijq.tv/201507/21/15-28-31-19-13.jpg,images/15-28-31-19-13.jpg,周杰,https://www.ijq.tv/mingxing/2853.html,https://image.ijq.tv/201507/21/15-28-31-19-13.jpg,
曲隽希,Cici,"小希希,希宝",汉族,内地,2008-12-26,吉林长春,150CM,15KG,O型,魔羯座,长春东师附小益田幼儿园,"演员,歌手,模特",,《二胎时代》,,https://image.ijq.tv/201507/21/15-08-50-17-11.jpg,images/15-08-50-17-11.jpg,曲隽希,https://www.ijq.tv/mingxing/2851.html,https://image.ijq.tv/201507/21/15-08-50-17-11.jpg,
陈羽琦,Chen yuqi,又又,汉族,内地,1990-6-7,辽宁,167CM,48KG,B型,水瓶座,沈阳民族艺术学校,"演员,模特",,《你是我的菜》《青春如期》《爱情像橙子》,魏鹏,https://image.ijq.tv/201507/21/15-25-36-12-8.jpg,images/15-25-36-12-8.jpg,陈羽琦,https://www.ijq.tv/mingxing/2850.html,https://image.ijq.tv/201507/21/15-25-36-12-8.jpg,陈羽琦的新浪微博
彭宇,,综艺小可爱、彭乳鸽,汉族,内地,1979-6-4,湖南,177CM,,A型,金牛座,湖南大学广播影视艺术学院,"演员,歌手",,,,https://image.ijq.tv/201507/21/14-52-35-53-14.png,images/14-52-35-53-14.png,彭宇,https://www.ijq.tv/mingxing/2849.html,https://image.ijq.tv/201507/21/14-52-35-53-14.png,
李响,,,汉族,内地,1979-10-15,山东济南,174CM,68KG,A型,天秤座,浙江传媒学院,"演员,主持人",北京巨匠文化发展有限公司,《响聊聊职场》,孙骁骁 何炅,https://image.ijq.tv/201507/21/14-44-32-79-14.png,images/14-44-32-79-14.png,李响,https://www.ijq.tv/mingxing/2846.html,https://image.ijq.tv/201507/21/14-44-32-79-14.png,李响的新浪微博
钮宝平,,,汉族,内地,1981-12-9,北京,178CM,66KG,B型,双子座,北京戏曲学院,演员,,《二胎时代》,,https://image.ijq.tv/201507/21/14-43-24-73-11.jpg,images/14-43-24-73-11.jpg,钮宝平,https://www.ijq.tv/mingxing/2847.html,https://image.ijq.tv/201507/21/14-43-24-73-11.jpg,钮宝平的新浪微博
金承佑,김승우,金胜友,,内地,1969-2-24,韩国,190CM,70KG,B型,巨蟹座,水原大学体育教育学,演员,THE Queen,《深夜食堂》,,https://image.ijq.tv/201507/21/14-30-02-26-13.jpg,images/14-30-02-26-13.jpg,金承佑,https://www.ijq.tv/mingxing/2844.html,https://image.ijq.tv/201507/21/14-30-02-26-13.jpg,
杨青,,,汉族,内地,,,166CM,48KG,AB型,白羊座,中央戏剧学院表演系本科,演员,,《二胎时代》,,https://image.ijq.tv/201507/21/14-18-41-23-11.jpg,images/14-18-41-23-11.jpg,杨青,https://www.ijq.tv/mingxing/2843.html,https://image.ijq.tv/201507/21/14-18-41-23-11.jpg,
魏鹏,Johnny,鹏鹏,汉族,内地,1986-2-28,承德,185CM,73KG,AB型,双鱼座,中央戏剧学院,"演员,模特",世纪长龙影视,《太行山上》《辛亥革命》《迷情世家》,樊营,https://image.ijq.tv/201507/21/14-42-12-87-8.jpg,images/14-42-12-87-8.jpg,魏鹏,https://www.ijq.tv/mingxing/2845.html,https://image.ijq.tv/201507/21/14-42-12-87-8.jpg,魏鹏的新浪微博
贝儿,Belle,陆雨萱,汉族,内地,2008-10-26,上海,150CM,23KG,A型,金牛座,,演员,,《爸爸去哪儿2》,陆毅 鲍蕾,https://image.ijq.tv/201507/21/13-50-41-76-12.jpg,images/13-50-41-76-12.jpg,贝儿,https://www.ijq.tv/mingxing/2837.html,https://image.ijq.tv/201507/21/13-50-41-76-12.jpg,
